sample_id,quote_id,quote_text
top1961:4764,q01151,"Every man has his price. For some it's money, for some it's women, for others glory. But the honest man you don't have to buy - he winds up costing you nothing."
top1961:4764,q01152,"Funny how you can go along for years hardly thinking about someone, then all of a sudden be so glad to see him."
top1961:4764,q01153,"He picked up the telephone on his desk. “Bring in the Cord loan agreement and the check.” “You will note,” he said, “that although the loan is for three hundred thousand dollars, we have extended your credit under this agreement to a maximum of five hundred thousand dollars.” He smiled at me. “One of my principles of banking, Mr. Cord. I don’t believe in budgeting my clients too closely. Sometimes a few dollars more make the difference between success and failure.” Suddenly"
top1961:4764,q01154,"I don't really care whether I live that long or not, It's just that when I die, I dont want to leave any enemies, and I figure the only way to do that is to outlive them all."
top1961:4764,q01155,I put down the phone and finished lighting the cigarette. The blue cover of the script caught my eye. I picked up the telephone again. I gave the operator Tony Moroni’s home number
top1961:4764,q01156,She looked down at her hands. “He said I couldn’t marry you. Not only because of that but because you’re—you’re half Indian!” “An’ just
top1961:4764,q01157,"Make the loan for thirty thousand dollars,” I said."
top1961:4764,q01158,"laughed aloud. “Don’t worry, Mr. Moroni. It’s as safe as an automobile."
top1961:4764,q01159,"got to my feet and stretched. This sitting at a desk for half a day was worse than anything I’d ever done. “O.K., I’ll go right up.” McAllister"
top1961:4764,q01160,"took out a cigarette and almost before I had it in my mouth, Robair struck a match and held it for me. I dragged deep. “That’s all right, Robair. I don’t think"
top1961:4764,q01161,"By the time the doctor came, we had lifted my father’s body to the couch and covered it with a blanket. The doctor was a thin, sturdy man, bald, with thick glasses. He lifted the blanket and looked. He dropped the blanket. “He’s dead, all right.” I"
top1961:4764,q01162,But in the room there was nothing but the exciting scent of the girl and her wanting. We
