sample_id,quote_id,quote_text
top2000:4603,q00777,the motto of the whole intelligence community: ‘We bet your life.
top2000:4603,q00778,"Clifford Rutledge II was the perfect diplomat. He believed in little beyond his own career, some vague notions of international amity, and his personal ability to make it come about and to avoid war through the sheer force of his brilliance."
top2000:4603,q00779,Yet another proof that the drafters of the Constitution had made one simple but far-reaching error. They’d assumed that the people selected by The People to manage the nation would be as honest and honorable as they’d been. One could almost hear the “Oops!” emanating from all those old graves.
top2000:4603,q00780,THE AMERICAN REPUBLIC WILL ENDURE UNTIL THE DAY CONGRESS DISCOVERS THAT IT CAN BRIBE THE PUBLIC WITH THE PUBLIC’S MONEY—ALEXIS DE TOCQUEVILLE.
top2000:4603,q00781,"Jack, the world is full of people who can only feel big by making other people look small, and the bigger the target, the better they feel about it."
top2000:4603,q00782,"It was the oddest of political prejudices that wealth didn’t come from work, but rather from something else, a something never really described, but always implied to be suspect."
top2000:4603,q00783,"History admires the wise, but it elevates the brave. —EDMUND MORRIS"
top2000:4603,q00784,"I remember when Deng said, ‘It doesn’t matter if the cat is black or white, so long as it catches mice.’ To which Mao responded with a livid snarl: ‘What emperor said that?"
top2000:4603,q00785,One of the problems with living in a free country was that anyone outside this palace/prison could think and say whatever he wished.
top2000:4603,q00786,"appears that they want what the Russians have, the new oil and gold discoveries."
top2000:4603,q00787,"Christianity—and Judaism, and Islam, which were also religions of The Book—required"
top2000:4603,q00788,"Plato said, ‘Only the dead have seen the end of war."
top2000:4603,q00789,"Girl children, Jack thought, were God’s punishment on you for being a man."
top2000:4603,q00790,"the main requirement to enter the political profession was nothing more nor less than the ability to be pleasant to people whom you despised, and then to do business with them as if they were bosom friends."
top2000:4603,q00791,"People who broke the law in any society knew about the possible consequences going in, and what happened when they got caught was their problem, not his."
top2000:4603,q00792,"Ten years later, merely by adding additional digits to be dialed, the Dutch engineer in the resistance had applied complexity theory to covert operations by creating theoretical pathways through the switching gear, thus enabling resistance fighters to call others without knowing whom they called, or even the actual telephone numbers they were calling."
top2000:4603,q00793,"and other buildings, but at this time of night few people"
top2000:4603,q00794,walk more than a few hundred yards in a day. It was
top2000:4603,q00795,The difference between genius and stupidity was that genius knew that it had limits.
top2000:4603,q00796,The difference between a wise man and a fool is the magnitude of his mistakes. You don’t trust a fool with anything important.
top2000:4603,q00797,"Politics is the art of compromise, the art of getting the important things you want, while giving to others the less important things they want, and doing so in such a way that you’re the one doing the giving, not them doing the taking—because that’s what makes you the boss."
top2000:4603,q00798,"Sierra-square, Delta-square.” It was their personal code: SSDD—same shit, different day."
top2000:4603,q00799,"the purpose of spending money, something for which all women seemed to have a genetic predisposition."
top2000:4603,q00800,he who shouts too loudly is first to be silenced.
