sample_id,stratum,source,post45_title_id,title,author,year,first_week,isbn,oclc,best_rank,weeks_on_list
top1931:5304,top1931,post45_topn,5304,THE GOOD EARTH,Pearl S. Buck,1931,1931-10-12,9780743272933,56471219.0,1,10
top1932:5193,top1932,post45_topn,5193,THE FOUNTAIN,Charles Morgan,1932,1932-06-13,,366987.0,1,18
top1933:481,top1933,post45_topn,481,ANTHONY ADVERSE,Hervey Allen,1933,1933-07-03,,280131.0,1,86
top1934:2031,top1934,post45_topn,2031,"GOOD-BYE, MR. CHIPS",James Hilton,1934,1934-07-23,0316364207,6581203.0,2,41
top1935:2055,top1935,post45_topn,2055,GREEN LIGHT,Lloyd C. Douglas,1935,1935-03-18,,1443750.0,1,31
top1936:2026,top1936,post45_topn,2026,GONE WITH THE WIND,Margaret Mitchell,1936,1936-07-06,9781416548898,290058.0,1,78
top1937:4844,top1937,post45_topn,4844,THE CITADEL,A. J. Cronin,1937,1937-09-20,9780316161831,366023.0,1,60
top1938:6760,top1938,post45_topn,6760,THE YEARLING,Marjorie Kinnan Rawlings,1938,1938-04-11,,285927.0,1,42
top1939:5317,top1939,post45_topn,5317,THE GRAPES OF WRATH,John Steinbeck,1939,1939-04-24,0670347914,289946.0,1,35
top1940:2286,top1940,post45_topn,2286,HOW GREEN WAS MY VALLEY,Richard Llewellyn,1940,1940-02-19,,366043.0,1,35
top1941:5530,top1941,post45_topn,5530,THE KEYS OF THE KINGDOM,A. J. Cronin,1941,1941-07-28,,364263.0,1,31
top1942:6157,top1942,post45_topn,6157,THE ROBE,Lloyd C. Douglas,1942,1942-11-09,,12971329.0,1,111
top1943:263,top1943,post45_topn,263,A TREE GROWS IN BROOKLYN,Betty Smith,1943,1943-08-30,,250341.0,1,51
top1944:1896,top1944,post45_topn,1896,FOREVER AMBER,Kathleen Winsor,1944,1944-11-05,,509483.0,1,58
top1945:926,top1945,post45_topn,926,CAPTAIN FROM CASTILLE,Samuel Shellaburger,1945,1945-02-04,,,1,43
top1946:5803,top1946,post45_topn,5803,THE MIRACLE OF THE BELLS,Russell Janney,1946,1946-10-06,9997502205,307543.0,2,54
top1947:2605,top1947,post45_topn,2605,KNOCK ON ANY DOOR,Willard Motley,1947,1947-06-01,,644221.0,5,41
top1948:4625,top1948,post45_topn,4625,THE BIG FISHERMAN,Lloyd C. Douglas,1948,1948-11-28,,168190.0,1,62
top1949:5038,top1949,post45_topn,5038,THE EGYPTIAN,Mika Waltari,1949,1949-09-11,0399102345,337964.0,1,59
top1950:4758,top1950,post45_topn,4758,THE CARDINAL,Henry Morton Robinson,1950,1950-04-09,,308304.0,1,56
top1951:4749,top1951,post45_topn,4749,THE CAINE MUTINY,Herman Wouk,1951,1951-04-22,,3014962.0,1,123
top1952:6310,top1952,post45_topn,6310,THE SILVER CHALICE,Thomas B. Costain,1952,1952-08-03,0385044291,964407.0,1,68
