sample_id,quote_id,quote_text
top2001:1940,q00044,"Not one day in anyone’s life is an uneventful day, no day without profound meaning, no matter how dull and boring it might seem, no matter whether you are a seamstress or a queen, a shoeshine boy, or a movie star, a renowned philosopher or a Down’s-syndrome child. Because in every day of your life, there are opportunities to perform little kindnesses for others, both by conscious acts of will and unconscious example. Each smallest act of kindness—even just words of hope when they are needed, the remembrance of a birthday, a compliment that engenders a smile—reverberates across great distances and spans of time, affecting lives unknown to the one whose generous spirit was the source of this good echo, because kindness is passed on and grows each time it’s passed, until a simple courtesy becomes an act of selfless courage years later and far away. Likewise, each small meanness, each thoughtless expression of hatred, each envious and bitter act, regardless of how petty, can inspire others, and is therefore the seed that ultimately produces evil fruit, poisoning people whom you have never met and never will. All human lives are so profoundly and intricately entwined—those dead, those living, those generations yet to come—that the fate of all is the fate of each, and the hope of humanity rests in every heart and in every pair of hands. Therefore, after every failure, we are obliged to strive again for success, and when faced with the end of one thing, we must build something new and better in the ashes, just as from pain and grief, we must weave hope, for each of us is a thread critical to the strength—to the very survival of the human tapestry. Every hour in every life contains such often-unrecognized potential to affect the world that the great days and thrilling possibilities are combined always in this momentous day."
top2001:1940,q00045,It will all be better in the end and if it is not better then it must not be the end yet
top2001:1940,q00046,His blue eyes were seas where sorrow sailed.
top2001:1940,q00047,"She lived for others, her heart tuned to their anguish and their needs."
top2001:1940,q00048,"When we don’t allow ourselves to hope, we don’t allow ourselves to have purpose. Without purpose, without meaning, life is dark. We’ve no light within, and we’re just living to die."
top2001:1940,q00049,"Marriage is an expression of love and respect and trust and faith in the future, but the union of husband and wife is also an alliance against the challenges and tragedies of life, a promise that with me in your corner, you will never stand alone."
top2001:1940,q00050,"Hatred and anger are only scars upon a beach, while love is the rolling surf that ceaselessly smooths the sand."
top2001:1940,q00051,"You must never lie to yourself, or you are left with no one to trust."
top2001:1940,q00052,"Life was like the ice on an early-winter pond: more fragile than it appeared to be, riddled by hidden fractures, with a cold darkness below."
top2001:1940,q00053,"In the healing ways of women that remained mysterious to [him] even as he watched them do their work, tears were followed by reminiscences that brought a smile and soothed, and hope was always found to be the flower that bloomed from every seed of hopelessness."
top2001:1940,q00054,...every day in every life is of the most profound importance.
top2001:1940,q00055,"He can't always watch us directly,...with his fullest attention every minute, but He's always at least watching from the corner of his eye."
top2001:1940,q00056,"He’s a hollow man, he believes in nothing. Hollow men are vulnerable to anyone who offers them something that might fill the void and make them feel less empty."
top2001:1940,q00057,"life’s about living and being happy, not about dying."
top2001:1940,q00058,"Creating a family in this turbulent world is an act of faith, a wager that against all odds there will be a future, that love can last, that the heart can triumph against all adversities and even against the grinding wheel of time."
top2001:1940,q00059,Two murders and an act of arson. Junior was being a bold boy this evening
top2001:1940,q00060,"In her arms she held Bartholomew. The infant was not heavily bundled, for the weather was unseasonably mild. Agnes wouldn’t have been able to bear her ordeal without the baby. This small weight in her arms was an anchor dropped in the sea of the future, preventing her from drifting back into memories of days gone by, so many good days with Joey, memories which, at this critical moment, would strike like hammer blows upon her heart. Later, they would comfort her. Not yet."
top2001:1940,q00061,The hospital was drowned in the bottomless silence that fills
top2001:1940,q00062,"Your this beautiful ship that will sail a long way, and I'd only be your anchor""""A ship without an anchor can never be at rest"
top2001:1940,q00063,"Nolly Wolfstan, private detective, had the teeth of a god and a face so unfortunate that it argued convincingly against the existence of a benign deity."
top2001:1940,q00064,"Mr. Vanadium, your quarter trick is really cool. But here’s something out of Heinlein."
top2001:1940,q00065,"soon the girls had Barty enthusiastically involved in a make-believe world far different from the one in which Heinlein’s teenage lead owned an extraordinary alien pet with eight legs, the temperament of a kitten, and an appetite for everything from grizzly bears to Buicks."
top2001:1940,q00066,"Of all the gifts that Barty opened on Christmas morning, the hardback copy of Robert Heinlein’s The Star Beast was his favorite. Instantly enchanted by the promise of an amusing alien creature, space travel, an exotic future, and lots of adventure, he seized every opportunity throughout the busy day to crack open those pages and to step out of Bright Beach into stranger places."
top2001:1940,q00067,"as would Robert Heinlein’s The Star Beast, which was among his Christmas gifts that year."
top2001:1940,q00068,"all-seeing and all-knowing. Evil and stupidity often go together, however, and arrogance is the offspring of their marriage,"
top2001:1940,q00069,"Jacob intended to carry the luggage, and Edom announced that he would carry Barty. The boy, however, insisted on making his own way to the house. “But, Barty,” Edom fretted, “it’s dark.” “It sure is,” Barty said. When only a mortified silence followed his remark, he added: “Gee, I thought that was kinda funny."
top2001:1940,q00070,"Criminals are all after cheap thrills and easy money, and when they get them, all they want is more of the same, over and over. They’re shallow, empty, boring people who couldn’t give you five minutes of interesting conversation if you had the piss-poor luck to be at a party full of them. Maybe some can be monkey-clever some of the time, but they aren’t hardly ever smart. God must surely want us to laugh at these fools, because"
top2001:1940,q00071,"The air smelled of cheap disinfectant, stale cigarette smoke, stale beer, and dead hopes."
top2001:1940,q00072,"was simplifying and combining concepts, but he knew no other way to quickly give them a feel for the wonder, the enigma, the sheer spookiness of the world revealed by quantum mechanics."
top2001:1940,q00073,"Whether God’s a Catholic, a Baptist, a Jew, a Muslim, or a quantum mechanic, He gives us compensation for our pain, compensation right here in this world, not just in those parallel to it and not just in some afterlife. Always compensation for the pain…if we recognize it when we see it."
top2001:1940,q00074,"Sheena was loud, crass, self-absorbed, and had the vocabulary of a brothel owner specializing in service to sailors with Tourette’s syndrome."
top2001:1940,q00075,"Libraries are packed with biographies of movie stars and politicians, most of them not capable of as much meaningful self-analysis as you’d get from a toad. We don’t need to know more about celebrities’ lives, Obadiah. What might help us, what might even save us, is knowing more about the lives of real people who’ve never made it even medium but who know where they came from and why."
top2001:1940,q00076,"When you pour out your pockets into the pockets of others,” Agnes had once said"
top2001:1940,q00077,"Tom said, “Now I’m going to add a human touch and a spiritual spin to all this. When each of us comes to a point where he has to make a significant moral decision affecting the development of his character and the lives of others, and each time he makes the less wise choice, that’s where I myself believe a new world splits off. When I make an immoral or just a foolish choice, another world is created in which I did the right thing, and in that world, I am redeemed for a while, given a chance to become a better version of the Tom Vanadium who lives on in the other world of the wrong choice. There are so many worlds with imperfect Tom Vanadiums, but always someplace…someplace I’m moving steadily toward a state of grace.” “Each life,” Barty Lampion said, “is like our oak tree in the backyard but lots bigger. One trunk to start with, and then all the branches, millions of branches, and every branch is the same life going in a new direction.” Surprised, Tom leaned in his chair to look more directly at the blind boy. On the telephone, Celestina had mentioned only that Barty was a prodigy, which didn’t quite explain the aptness of the oak-tree metaphor. “And maybe,” said Agnes, caught up in the speculation, “when your life comes to an end in all those many branches, what you’re finally judged on is the shape and the beauty of the tree.” “Making too many wrong choices,” Grace White said, “produces too many branches—a gnarled, twisted, ugly growth.” “Too few,” said Maria, “might mean you made an admirably small number of moral mistakes but also that you failed to take reasonable risks and didn’t make full use of the gift of life.” “Ouch,” said Edom, and this earned him loving smiles from Maria, Agnes, and Barty."
top2001:1940,q00078,"Brighten the corner where you are, and you will light the world."
top2001:1940,q00079,Heroes always get back more than they give. The act of giving assures the getting back.
top2001:1940,q00080,Forgiving was not the same as condoning. Forgiving did not mean that you had to exonerate or forget.
