sample_id,quote_id,quote_text
top1994:4796,q03367,"We must assume every event has significance and contains a message that pertains to our questions...this especially applies to what we used to call bad things...the challenge is to find the silver lining in every event, no matter how negative."
top1994:4796,q03368,...Dreams come to tell us something about our lives that we are missing.
top1994:4796,q03369,"When love first happens, the individuals are giving each other energy unconsciously and both people feel buoyant and elated. That's the incredible high we call being ‘in love.’ Unfortunately, once they expect this feeling to come from another person, they cut themselves off from the energy in the universe and begin to rely even more on the energy from each other--only now there doesn’t seem to be enough and so they stop giving each other energy and fall back into their dramas in an attempt to control each other and force the other’s energy their way."
top1994:4796,q03370,"When we dislike someone, or feel threatened by someone, the natural tendency is to focus on something we dislike about the person, something that irritates us. Unfortunately, when we do this--instead of seeing the deeper beauty of the person and giving them energy--we take energy away and actually do them harm. All they know is that they suddenly feel less beautiful and less confident, and it is because we sapped their energy."
top1994:4796,q03371,"We humans have always sought to increase our personal energy in the only manner we have known, by seeking to psychologically steal it from the others--an unconscious competition that underlies all human conflict in the world."
top1994:4796,q03372,"How many people do you know who are obsessed with their work, who are type A or have stress related diseases and who can’t slow down? They can’t slow down because they use their routine to distract themselves, to reduce life to only its practical considerations. And they do this to avoid recalling how uncertain they are about why they live."
top1994:4796,q03373,Sexual union is a holy moment in which a part of Heaven flows into the Earth.
top1994:4796,q03374,...The human perception of this energy first begins with a heightened sensitivity to beauty.
top1994:4796,q03375,"sudden, spontaneous eye contact is a sign that two people should talk."
top1994:4796,q03376,"The things that we preceive as beautiful may be different, but the actual characteristics we ascribe to beautiful objects are similar. Think about it. When something strikes us as beautiful, it displays more presence and sharpness of shape and vividness of color, doesn't it? It stands out. It shines. It seems almost iridescent compared to the dullness of other objects less attractive."
top1994:4796,q03377,"When each expects the other to live in his or her world, to always be there to join in his or her chosen activities, an ego battle inevitably develops."
top1994:4796,q03378,The worst thing that can be done to children is to drain their energy while correcting them.
top1994:4796,q03379,"The universe is energy, energy that responds to our expectations."
top1994:4796,q03380,loving and energizing others is the best possible thing we can do for ourselves.
top1994:4796,q03381,"...the basic stuff of the universe, at its core, is looking like a kind of pure energy that is malleable to human intention and expectation in a way that defies our old mechanistic model of the universe--as though our expectation itself causes our energy to flow out into the world and affect other energy systems."
top1994:4796,q03382,you should never take responsibility for more children than you can give attention to.
top1994:4796,q03383,"It says that whenever people cross our paths, there is always a message for us. Chance encounters do not exist. But how we respond to these encounters determines whether we’re able to receive the message. If we have a conversation with someone who crosses our path and we do not see a message pertaining to our current questions, it does not mean there was no message. It only means we missed it for some reason."
top1994:4796,q03384,History is not just the evolution of technology; it is the evolution of thought.
top1994:4796,q03385,Evolution is a myth. God creates the future the way he wants it.
top1994:4796,q03386,"Our children take our level of vibration and raise it even higher. This is how we, as humans, continue evolution."
top1994:4796,q03387,"the First Insight is an awareness of the mysterious occurrences that change one’s life, the feeling that some other process is operating."
top1994:4796,q03388,the truth we have to tell and the things we have to do are too unique to fit within a usual job setting.
top1994:4796,q03389,"And when it comes to relationships, we’re so demanding that we’re making them near impossible."
top1994:4796,q03390,Your whole life has been a long road leading directly to this moment
top1994:4796,q03391,"When you fully integrate this view of your life, you will have achieved what the Manuscript calls a clear awareness of your spiritual path. According to the Manuscript we all must spend as much time as necessary going through this process of clearing our past. Most of us have a control drama we have to transcend but once we do, we can comprehend the higher meaning for why we were born to our particular parents, and what all the twists and turns of our lives were preparing us to do. We all have a spiritual purpose, a mission, that we have been pursuing without being fully aware of it, and once we bring it completely into consciousness, our lives can take off."
top1994:4796,q03392,What we don’t realize is that this sense of feeling better costs the other person. It is their energy that we have stolen. Most people go through their lives in a constant hunt for someone else’s energy.
top1994:4796,q03393,"We’re all looking for more fulfillment in our lives, and we won’t put up with anything that seems to bring us down."
