quote_id,sample_id,gr_work_id,page,idx,source_url,quote_text,bucket,tense,note
q00001,top2001:2636,3238533,1,2,https://www.goodreads.com/work/quotes/3238533,wives had called. Cynde and Debbie had,,,
q00002,top2001:6295,2470112,1,0,https://www.goodreads.com/work/quotes/2470112,People didn’t like to see attractive women unattached. It offended their sense of the natural order of things.,,,
q00003,top2001:6295,2470112,1,1,https://www.goodreads.com/work/quotes/2470112,"El diablo sabe más por viejo que por diablo,” Ramon muttered. It was one of his mother’s proverbs: The devil knows more because he is old than because he is the devil.",,,
q00004,top2001:6295,2470112,1,2,https://www.goodreads.com/work/quotes/2470112,"father wants, above all, to keep his children safe. But that is the one thing that no father can do.” Ben’s eyes met Anna’s for a long, lingering moment, and he found solace in the steady, answering gaze of her liquid brown eyes. “One day, God willing, I will be a father, and no doubt I will forget this lesson and have to relearn it. Max Hartman was a philanthropist—in the root sense of the word, he loved people—and yet he was not an easy man to love. Every day, his children would ask themselves whether they made him proud or ashamed. Now I see that he was burdened by this question, too: would he make us, his children, proud or ashamed? “Peter, above all else, I wish you were here with me at this very moment, to listen and to talk.” Now his eyes welled. “But, Peter, this you’ve got to file under ‘strange but true,’ as you used to say. Dad lived in fear of our judgment.” Ben bowed his head for a moment. “I say my father lived in fear that I would judge him—and yet it seems incredible. He feared that a child bred of luxury and indolence would judge a man who had to endure the annihilation of everything he held dear.” Ben squared his shoulders, and, his voice hoarse and thickened with sadness, spoke a little louder. “He lived in fear that I would judge him. And I do. I judge him mortal. I judge him imperfect. I judge him a man who was mulish and complicated and hard to love and forever scarred by a history that left its mark on everything it touched. “And I judge him a hero. “I judge him a good man. “And because he was hard to love, I loved him all the harder…” Ben broke off, the words strangled in his throat. He could say no more, and perhaps there was nothing more that needed to be said. He looked at Anna’s face, saw her cheeks glistening with tears, saw her weeping for them both, and he slowly walked away from the rostrum, and toward the back of the hall.",,,
q00005,top2001:1369,728749,1,0,https://www.goodreads.com/work/quotes/728749,"Had he, during the course of his ministry, changed a single life? He recalled the words of a woman overheard when he was leaving his last parish. 'Father Martin is a priest of whom no one ever speaks ill.' It seemed to him now the most damning of indictments."" (p. 243). Random House Publishing Group. Kindle Edition.",,,
q00006,top2001:1369,728749,1,1,https://www.goodreads.com/work/quotes/728749,Henry James’s definition of the purpose of a novel: “To help the human heart to know itself.,,,
q00007,top2001:1369,728749,1,2,https://www.goodreads.com/work/quotes/728749,"Death is like birth, painful, messy and undignified. Most of the time anyway.",,,
q00008,top2001:1369,728749,1,3,https://www.goodreads.com/work/quotes/728749,What it was he had chiefly gained: a fascination with the complexity of the intellectual bastions which men could construct to withstand the tides of disbelief. His own disbelief had remained unshaken.,,,
q00009,top2001:1369,728749,1,4,https://www.goodreads.com/work/quotes/728749,"If you stood apart long enough, weren’t you in danger of stifling, perhaps even losing, that quickening spirit which the priests here would call the soul?",,,
q00010,top2001:1369,728749,1,5,https://www.goodreads.com/work/quotes/728749,Pascal. ‘Men never do evil so completely and cheerfully as when they do it from religious conviction.’,,,
q00011,top2001:1369,728749,1,6,https://www.goodreads.com/work/quotes/728749,"I can’t help feeling that there are things which it’s unwise to put down on paper. When secrets are unspoken and unwritten they are lodged safely in the mind, but writing them down seems to let them loose and give them the power to spread like pollen on the air and enter into other minds.",,,
q00012,top2001:1369,728749,1,7,https://www.goodreads.com/work/quotes/728749,"I suppose that for the police every relationship, even the most sacred, can be classified. You should hand out a marriage questionnaire, it would save everyone time. Tick the appropriate box: Very happy. Happy. Reasonably happy. A little unhappy. Unhappy. Very unhappy. Murderous.",,,
q00013,top2001:1369,728749,1,8,https://www.goodreads.com/work/quotes/728749,Maybe we’d do better if we tried to behave more like good animals and less like gods.,,,
q00014,top2001:1369,728749,1,10,https://www.goodreads.com/work/quotes/728749,"us. Is the sacristy door locked, Father?” “Yes. Yes it is. I locked it after me.” “Will you give me the keys, please.” Father Martin fumbled in the pocket of his cloak and handed over a bunch. It took a little time for his shaking fingers to find the right keys. Dalgliesh said again, “I won’t be long. I’ll lock the door behind me. Will you be all right until I come back?” Emma said, “I don’t think Father Martin ought to stay here long.” “He won’t have to.” It should, thought Dalgliesh, take only a matter of minutes to fetch Roger Yarwood. Whichever force took",,,
q00015,top2001:1369,728749,1,11,https://www.goodreads.com/work/quotes/728749,"The apparent suicide, the certified natural death, the brutal murder - there was a cord which connected them. Its strength might be tenuous and its path convoluted, but when he had traced it, it would lead him to the heart of the mystery.",,,
q00016,top2001:1369,728749,1,14,https://www.goodreads.com/work/quotes/728749,Delightful and sensitive boys have a habit of growing into insensitive and far-from-agreeable men.,,,
q00017,top2002:7083,3343186,1,0,https://www.goodreads.com/work/quotes/3343186,Nostalgia is basically the ability to forget the things that sucked.,,,
q00018,top2002:7083,3343186,1,1,https://www.goodreads.com/work/quotes/3343186,"Most guys arrived here normal, and they were shocked and sickened by the behavior of the guys who'd been here a while. Then within a few weeks, they'd stop being shocked, and within a few months a lot of them joined the club of the crazies. And most of them, I think, went home and became normal again, though some didn't. But I never once saw anyone here who had gone around the bend ever return to normal while they were still here. It only got worse because in this environment they'd lost any sense of. . . humanity. Or you could be nice and say they'd become desensitized. It was actually more frightening than sickening. A guy who'd sliced off the ear of a VC he'd killed that morning would be joking with the village kids and the old Mama-sans that afternoon and handing out candy. I mean, they weren't evil or psychotic, we were normal, which is was really scared the hell out of me.",,,
q00019,top2002:7083,3343186,1,2,https://www.goodreads.com/work/quotes/3343186,"The journey home is never a direct route; it is, in fact, always circuitous, and somewhere along the way, we discover that the journey is more significant than the destination and that the people we meet along the way will be the traveling companions of our memories forever.",,,
q00020,top2002:7083,3343186,1,3,https://www.goodreads.com/work/quotes/3343186,"They were all good looking, wore turtleneck sweaters and tweeds and were about as Protestant as they come; old line Yankees from West Waspshire.",,,
q00021,top2002:7083,3343186,1,4,https://www.goodreads.com/work/quotes/3343186,Why do I piss people off? What is wrong with me?,,,
q00022,top2002:7083,3343186,1,5,https://www.goodreads.com/work/quotes/3343186,"I stared at Paul Brenner’s name, followed by the date of 11 Jan 68.",,,
q00023,top2002:7083,3343186,1,6,https://www.goodreads.com/work/quotes/3343186,"You can always tell a police state, or a country at war, by how government vehicles move",,,
q00024,top2002:7083,3343186,1,8,https://www.goodreads.com/work/quotes/3343186,"Mr. Stanley if you had stayed for your entire time in Hue at the mini-motel where they do not ask for passports or visas.” “Right. We should have done that. Anything else?” “Yes. How does your lady friend,",,,
q00025,top2002:7083,3343186,1,9,https://www.goodreads.com/work/quotes/3343186,"Do the times make the generation, or does the generation make the times?",,,
q00026,top2002:7083,3343186,1,10,https://www.goodreads.com/work/quotes/3343186,"remembered the men, who were really boys, grown too old before they’d finished their boyhoods, and who had died too young, before any of their dreams could come true.",,,
q00027,top2002:4837,3181772,1,0,https://www.goodreads.com/work/quotes/3181772,"All you have to do [to win a Pulitzer Prize] is spend your life running from one awful place to another, write about every horrible thing you see. The civilized world reads about it, then forgets it, but pats you on the head for doing it and gives you a reward as appreciation for changing nothing.",,,
q00028,top2002:4837,3181772,1,1,https://www.goodreads.com/work/quotes/3181772,"It's my experience that most folk who ride trains could care less where they're going. For them it's the journey itself and the people they meet along the way. You see, at every stop this train makes, a little bit of America, a little bit of your country, gets on and says hello.",,,
q00029,top2002:4837,3181772,1,2,https://www.goodreads.com/work/quotes/3181772,"It's not getting from A to B. It's not the beginning or the destination that counts. It's the ride in between...This train is alive with things that should be seen and heard. It's a living, breathing something -- you just have to want to learn its rhythm.",,,
q00030,top2002:4837,3181772,1,3,https://www.goodreads.com/work/quotes/3181772,Two people can care for each other but not want the same things.,,,
q00031,top2002:4837,3181772,1,5,https://www.goodreads.com/work/quotes/3181772,"Things might look bad now,but in matters of the heart you'd be surprised how quickly things change.",,,
q00032,top2002:4837,3181772,1,6,https://www.goodreads.com/work/quotes/3181772,"It's often said that God works in mysterious ways. You have to really think about what He's trying to do. You can't be lazy and believe in God; He doesn't make it that easy. It takes spirit and faith and passion to really believe. Like most things worthwhile in life, you get back what you put into it. Only with faith, you get back a lot more.",,,
q00033,top2002:4837,3181772,1,8,https://www.goodreads.com/work/quotes/3181772,"He'd been given an assignment to write about teen beauty pageants [...], which he'd accepted because he enjoyed blood sports as much as the next person.",,,
q00034,top2002:4837,3181772,1,9,https://www.goodreads.com/work/quotes/3181772,...love is like a good piece of wood: It just gets stronger and stronger as the years go by.,,,
q00035,top2002:4837,3181772,1,10,https://www.goodreads.com/work/quotes/3181772,"In his trip to Bethlehem Mark Twain had reported that all sects of Christians, except Protestants, had chapels under the roof of the Church of the Holy Sepulchre. However, he also observed that one group dared not trespass on the other’s territory, proving beyond doubt, he noted, that even the grave of the Savior couldn’t inspire peaceful worship among different beliefs.",,,
q00036,top2002:4837,3181772,1,11,https://www.goodreads.com/work/quotes/3181772,"I’m not saying that riding the train will change your life, or that passenger rail will be a big moneymaker one day. But no matter how fast we feel we have to go, shouldn’t there be room for a train, where you can just sit back, take a breath, and be human for a little while? Just for a little while? Is that so bad?",,,
q00037,top2002:4837,3181772,1,12,https://www.goodreads.com/work/quotes/3181772,"It had always bothered Tom that women thought they could win an argument with a man simply by appealing to his baser instincts, by holding out the mere possibility of award-winning carnal knowledge. It was the gender equivalent of a preemptive nuclear strike. He thought it unfair and, quite frankly, disrespectful of the entire male population.",,,
q00038,top2002:4837,3181772,1,13,https://www.goodreads.com/work/quotes/3181772,Why are trains so popular at Christmas? People get on to meet their country over the holidays.,,,
q00039,top2002:4837,3181772,1,14,https://www.goodreads.com/work/quotes/3181772,"If you really love each other, you'd be surprised what you can accomplish.",,,
q00040,top2002:4837,3181772,1,15,https://www.goodreads.com/work/quotes/3181772,"Well, honey, I’m a sixty-three-year-old fat woman with sore feet, high blood pressure, and the beginnings of diabetes. I know I don’t have all that much time left, and I can either spend it moping and complaining about the things I never got to in life, or I can do something I love and help people along the way. I decided to keep plugging ’til I drop.",,,
q00041,top2002:4837,3181772,1,16,https://www.goodreads.com/work/quotes/3181772,"Well, nobody wants to be alone, especially around Christmas. I’m sure you know that most suicides happen around the holidays. Besides, this isn’t a train this time of year. It’s a social club of strangers looking for a friend.",,,
q00042,top2002:4837,3181772,1,17,https://www.goodreads.com/work/quotes/3181772,"Then you take her without reservation, disclaimer, parental demands, or otherwise. You take her as she is with all her faults, weaknesses, idiosyncrasies, and requirements. You take her without qualification, with no strings attached by anyone else, because that’s what loving someone means.",,,
q00043,top2002:4837,3181772,1,18,https://www.goodreads.com/work/quotes/3181772,"Twain had found Palestine to be very tiny, writing that he “could not conceive of a small country having so large a history.",,,
q00044,top2002:4837,3181772,1,21,https://www.goodreads.com/work/quotes/3181772,hob-gob of folks. And sometimes it’s,,,
q00045,top2002:4837,3181772,1,23,https://www.goodreads.com/work/quotes/3181772,I guess there’s something special about your first love.,,,
q00046,top2002:4837,3181772,1,26,https://www.goodreads.com/work/quotes/3181772,"Where there’s faith, there is no fear.” She smiled weakly. “What part of the Bible is that from?” He patted her hand. “That one, my dear, is from Father Paul Joseph Kelly. And you can have it at no extra charge.",,,
q00047,top2002:4837,3181772,1,28,https://www.goodreads.com/work/quotes/3181772,I’ve seen enough in this world to know that two people who can make each other that miserable must love each other a lot.,,,
q00048,top2002:4837,3181772,2,1,https://www.goodreads.com/work/quotes/3181772?page=2,"Trains had a nostalgic magnetism that was undeniable, even for the many Americans who’d never even been on one.",,,
q00049,top2002:4837,3181772,2,3,https://www.goodreads.com/work/quotes/3181772?page=2,"For Tom the vision of Agnes Joe crammed inside the cockpit of a two-seater Cessna, her hammy fingers curled around the yoke, her enormous feet on the rudder pedals, wavered right on hallucinatory.",,,
q00050,top2002:4837,3181772,2,4,https://www.goodreads.com/work/quotes/3181772?page=2,about three thousand miles separating them. She,,,
q00051,top2002:735,1121880,1,0,https://www.goodreads.com/work/quotes/1121880,"She had filled her days mourning that shadow life, and it had no more meaning than the chattering of monkeys. Instead, these last few weeks, she had seen what might have been had she not felt perpetually done out of something better.",,,
q00052,top2002:735,1121880,1,1,https://www.goodreads.com/work/quotes/1121880,"Four A.M. and the darkness had a quality of inexorability and menace as though it would never lift, as though, without anyone noticing it, the dawn of the day before had been the beginning of the last light ever in the history of the world.",,,
q00053,top2002:735,1121880,1,2,https://www.goodreads.com/work/quotes/1121880,"Mrs. Blessing was surprised at how fluently she lied, much better than she’d done it years before, when it had been so much more important, at least to her. She realized that lying was easier than telling the truth because it had such nice smooth edges, not jagged with impossibility and inconvenience the way the truth so often was.",,,
q00054,top2002:735,1121880,1,3,https://www.goodreads.com/work/quotes/1121880,Anyone familiar with the love affairs between men and women could have told them that theirs would soon be over.,,,
q00055,top2002:735,1121880,1,4,https://www.goodreads.com/work/quotes/1121880,"It was a puzzle to her, how eagerly she’d rushed into life when she was eighteen or twenty, and in what a desultory fashion it had dragged out ever since.",,,
q00056,top2002:735,1121880,1,5,https://www.goodreads.com/work/quotes/1121880,He realized that there was a point to that ungainly empty area between the human shoulder and chin: it was the perfect place to rest an infant.,,,
q00057,top2002:735,1121880,1,6,https://www.goodreads.com/work/quotes/1121880,"He’d had a dog once, in that way he’d had everything in his childhood, ordinary but a lot less lasting.",,,
q00058,top2002:735,1121880,1,7,https://www.goodreads.com/work/quotes/1121880,"It was a kind of circular thing: to be the kind of person who would have taken Faith in, he had to be the kind of person who would take her back.",,,
q00059,top2002:735,1121880,1,8,https://www.goodreads.com/work/quotes/1121880,The curse of having young people about the house was that they were always so redolent of possibility.,,,
q00060,top2002:735,1121880,1,10,https://www.goodreads.com/work/quotes/1121880,"There was a weight to the emptiness of rooms in which you had once lived that was more fearsome than anything she had ever encountered in life, not because they were haunted, as she had joked with Skip Cuddy, but because they were not. The conversations, the quarrels, the long fraught silences, the tears: they had disappeared utterly and completely. A cemetery was a place intended to be still. It was here, where once there had been life,",,,
q00061,top2002:735,1121880,1,11,https://www.goodreads.com/work/quotes/1121880,"It was just that she could not imagine what it would be like to share her life. She could not imagine not being able to switch on the reading lamp next to her bed if she could not sleep at midnight, or having to ask someone else’s opinion on dinner plans or weekend guests. She had had her ways from the time she was young, and she had never had to change them.",,,
q00062,top2002:735,1121880,1,12,https://www.goodreads.com/work/quotes/1121880,"The girl was huddled against the door on her side now, all folded in upon herself like an old woman, or like a child who'd fallen asleep on a long journey; she heard the sounds of him as if they were musical notes, each distinct and clear, and her shoulders moved slightly beneath her shirt, and her hands were jammed between her knees.",,,
q00063,top2002:735,1121880,1,13,https://www.goodreads.com/work/quotes/1121880,"He couldn't remember at first where he was, just knew by the fragile fog of the summer light that it was early, that his alarm clock would sleep longer than he had.",,,
q00064,top2002:735,1121880,1,14,https://www.goodreads.com/work/quotes/1121880,"He was quiet and thoughtful, letting her do all the talking until she would reach one of her acerbic pitches and he would murmur, ""You don't really mean that."" But he had never seemed put off.",,,
