sample_id,stratum,title,author,year,isbn,gr_book_id,gr_work_id,gr_title,gr_author,gr_year,gr_ratings,resolve_method,resolve_confidence,resolve_notes,pages_fetched,quotes_raw,quotes_dedup,fetched_at
top1995:5413,top1995,THE HORSE WHISPERER,Nicholas Evans,1995,0385315236,479415,467825,The Horse Whisperer,Nicholas Evans,1995,62635,isbn,high,,1,14,14,2026-08-04T15:06:01
top1995:4830,top1995,THE CHRISTMAS BOX,Richard Paul Evans,1995,0684814994,161361,2493019,The Christmas Box,Richard Paul Evans,1993,33527,isbn,high,,1,6,6,2026-08-04T15:06:01
top1995:6096,top1995,THE RAINMAKER,John Grisham,1995,038542471X,5359,137715,The Client,John Grisham,1993,467594,isbn,high,,1,23,23,2026-08-04T15:06:01
top1995:5711,top1995,THE LOST WORLD,Michael Crichton,1995,0679419462,8650,1212784,The Lost World,Michael Crichton,1995,189123,isbn,high,,1,21,21,2026-08-04T15:06:01
top1995:609,top1995,BEACH MUSIC,Pat Conroy,1995,0385413041,16729,2707941,Beach Music,Pat Conroy,1995,56391,isbn,high,,3,78,78,2026-08-04T15:06:01
top1995:1842,top1995,FIVE DAYS IN PARIS,Danielle Steel,1995,0385315309,266350,1982696,Five Days in Paris,Danielle Steel,1995,10898,isbn,high,,1,10,10,2026-08-04T15:06:01
top2005:5789,top2005,THE MERMAID CHAIR,Sue Monk Kidd,2005,0670033944,6976,1408375,The Mermaid Chair,Sue Monk Kidd,2004,90919,isbn,high,,2,40,40,2026-08-04T15:06:01
top2005:5395,top2005,THE HISTORIAN,Elizabeth Kostova,2005,9780316011778,30236962,3061272,The Historian,Elizabeth Kostova,2005,280541,isbn,high,,1,27,27,2026-08-04T15:06:01
top2005:535,top2005,AT FIRST SIGHT,Nicholas Sparks,2005,0446578770,15924,1498113,At First Sight,Nicholas Sparks,2006,102504,isbn,high,,1,16,16,2026-08-04T15:06:01
top2005:6982,top2005,TRUE BELIEVER,Nicholas Sparks,2005,,131219160,1625592,True Believer by Nicholas Sparks,Nicholas Sparks,2003,106571,title_author,high,,2,37,37,2026-08-04T15:06:01
top2005:2917,top2005,"MARY, MARY",James Patterson,2005,031615976X,84736,3267280,"Mary, Mary",James Patterson,2005,63034,isbn,high,,1,4,4,2026-08-04T15:06:01
top2005:4729,top2005,THE BROKER,John Grisham,2005,0385510454,1110,3204998,The Broker,John Grisham,2005,104096,isbn,high,,1,4,4,2026-08-04T15:06:01
top2015:5895,top2015,THE NIGHTINGALE,Kristin Hannah,2015,9780312577223,21853621,41125521,The Nightingale,Kristin Hannah,2015,2336280,isbn,high,,3,62,62,2026-08-04T15:06:01
top2015:5251,top2015,THE GIRL ON THE TRAIN,Paula Hawkins,2015,9781594633669,22557272,41107568,The Girl on the Train,Paula Hawkins,2015,3371788,isbn,high,,3,75,75,2026-08-04T15:06:01
top2015:2000,top2015,GO SET A WATCHMAN,Harper Lee,2015,9780062409850,24817626,44458285,Go Set a Watchman,Harper Lee,2015,295677,isbn,high,,1,29,29,2026-08-04T15:06:01
top2015:330,top2015,AFTER YOU,Jojo Moyes,2015,9780525426592,27774596,44693518,After You,Jojo Moyes,2015,426699,isbn,high,,3,70,70,2026-08-04T15:06:01
top2015:3851,top2015,ROGUE LAWYER,John Grisham,2015,9780385539432,25387351,45137948,Rogue Lawyer,John Grisham,2015,92946,isbn,high,,2,42,42,2026-08-04T15:06:01
top2015:3992,top2015,SEE ME,Nicholas Sparks,2015,9781455520619,24820165,44460981,See Me,Nicholas Sparks,2015,115421,isbn,high,,1,24,24,2026-08-04T15:06:01
top2016:116,top2016,A GENTLEMAN IN MOSCOW,Amor Towles,2016,9780670026197,34066798,45743836,A Gentleman in Moscow,Amor Towles,2016,699656,isbn,high,,3,77,77,2026-08-05T13:57:21
top2016:6581,top2016,THE UNDERGROUND RAILROAD,Colson Whitehead,2016,,,,,,,0,failed,review,no_candidate,0,0,0,2026-08-05T13:57:21
top2016:4157,top2016,SMALL GREAT THINGS,Jodi Picoult,2016,9780345544957,41021501,45950662,Small Great Things,Jodi Picoult,2016,456852,isbn,high,,1,27,27,2026-08-05T13:57:21
top2016:6678,top2016,THE WHISTLER,John Grisham,2016,,29354916,49477649,The Whistler,John Grisham,2016,155502,title_author,high,,1,24,24,2026-08-05T13:57:21
top2016:7022,top2016,TWO BY TWO,Nicholas Sparks,2016,,40669990,50407655,Two by Two,Nicholas Sparks,2016,107307,title_author,high,,2,36,36,2026-08-05T13:57:21
top2016:6728,top2016,THE WOMAN IN CABIN 10,Ruth Ware,2016,,234979532,48209164,The Woman in Cabin 10,Ruth Ware,2016,811217,title_author,high,,2,48,48,2026-08-05T13:57:21
top2016:1132,top2016,COMMONWEALTH,Ann Patchett,2016,9780062491794,28214365,48242398,Commonwealth,Ann Patchett,2016,212742,isbn,high,,3,76,76,2026-08-05T13:57:21
top2016:5865,top2016,THE NEST,Cynthia D'Aprix Sweeney,2016,9780062414212,54870219,45630747,The Nest,Cynthia D'Aprix Sweeney,2016,184558,isbn,high,,2,45,45,2026-08-05T13:57:21
top2016:637,top2016,BEFORE THE FALL,Noah Hawley,2016,9781455561780,40670008,42901355,Before the Fall,Noah Hawley,2016,134862,isbn,high,,2,45,45,2026-08-05T13:57:21
top2016:3225,top2016,NIGHT SCHOOL,Lee Child,2016,9780804178808,28077464,48079305,Night School,Lee Child,2016,81924,isbn,high,,1,22,22,2026-08-05T13:57:21
top2016:5261,top2016,THE GIRLS,Emma Cline,2016,9780812998603,26893819,42856015,The Girls,Emma Cline,2016,250108,isbn,high,,1,23,23,2026-08-05T13:57:21
top2016:6757,top2016,THE WRONG SIDE OF GOODBYE,Michael Connelly,2016,,29154543,49404119,The Wrong Side of Goodbye,Michael Connelly,2016,81709,title_author,high,,1,18,18,2026-08-05T13:57:21
top2016:1203,top2016,CROSS THE LINE,James Patterson,2016,9780316407090,28936152,49155192,Cross the Line,James Patterson,2016,30657,isbn,high,,1,9,9,2026-08-05T13:57:21
top2016:3145,top2016,MY NAME IS LUCY BARTON,Elizabeth Strout,2016,9781400067695,25893709,45584499,My Name Is Lucy Barton,Elizabeth Strout,2016,197155,isbn,high,,1,26,26,2026-08-05T13:57:21
top2016:5597,top2016,THE LAST MILE,David Baldacci,2016,9781455586455,26245853,46239650,The Last Mile,David Baldacci,2016,108147,isbn,high,,1,17,17,2026-08-05T13:57:21
top2016:3263,top2016,NO MAN'S LAND,David Baldacci,2016,9781455586516,29467945,49744435,No Man's Land,David Baldacci,2016,54526,isbn,high,,1,25,25,2026-08-05T13:57:21
top2016:1638,top2016,END OF WATCH,Stephen King,2016,9781501129742,25526965,45313982,End of Watch,Stephen King,2016,163174,isbn,high,,3,46,46,2026-08-05T13:57:21
top2016:6989,top2016,TRULY MADLY GUILTY,Liane Moriarty,2016,,27831371,49997474,Truly Madly Guilty,Liane Moriarty,2016,322048,title_author,high,,1,27,27,2026-08-05T13:57:21
top2016:21,top2016,15TH AFFAIR,James Patterson and Maxine Paetro,2016,,25613617,45424865,15th Affair,James Patterson,2016,45255,title_author,high,,1,3,3,2026-08-05T13:57:21
top2016:2223,top2016,HOME,Harlan Coben,2016,9780525955108,29430007,49018983,Home,Harlan Coben,2016,71089,isbn,high,,1,23,23,2026-08-05T13:57:21
top2016:4653,top2016,THE BLACK WIDOW,Daniel Silva,2016,9780062320230,27213121,47255119,The Black Widow,Daniel Silva,2016,38702,isbn,high,,1,23,23,2026-08-05T13:57:21
top2016:7000,top2016,TURBO TWENTY-THREE,Janet Evanovich,2016,,28686830,48881943,Turbo Twenty-Three,Janet Evanovich,2016,59879,title_author,high,,1,12,12,2026-08-05T13:57:21
top2016:1704,top2016,EXTREME PREY,John Sandford,2016,9780399176050,26025992,45949484,Extreme Prey,John Sandford,2016,27165,isbn,high,,2,55,55,2026-08-05T13:57:21
top2016:1834,top2016,FIRST COMES LOVE,Emily Giffin,2016,9780345546920,26192467,46165271,First Comes Love,Emily Giffin,2002,57900,isbn,medium,year_off(2002vs2016),1,22,22,2026-08-05T13:57:21
top2016:1874,top2016,FOOL ME ONCE,Harlan Coben,2016,9780525955092,26109394,45536239,Fool Me Once,Harlan Coben,2016,143298,isbn,high,,2,49,49,2026-08-05T13:57:21
