quote_id,sample_id,gr_work_id,page,idx,source_url,quote_text,bucket,tense,note
q00001,top2001:5199,1137643,1,1,https://www.goodreads.com/work/quotes/1137643,There was something about the Midwest in her that Wallingford loved.,,,
q00002,top2001:5199,1137643,1,3,https://www.goodreads.com/work/quotes/1137643,There is often a defining experience that marks any significant change in the course of a person’s life.,,,
q00003,top2001:5199,1137643,1,4,https://www.goodreads.com/work/quotes/1137643,"When they weren’t praying, they did what schoolgirls everywhere do. They laughed, they shrieked, they burst into hysterical sobs – all for no apparent reason… The schoolgirls also played the worst Western music imaginable, and they took a surfeit of baths – so many baths that the traditional inn where Wallingford and Evelyn Arbuthnot stayed was repeatedly running out of hot water.",,,
q00004,top2001:5199,1137643,1,5,https://www.goodreads.com/work/quotes/1137643,Americans are suckers for an English accent.,,,
q00005,top2001:5199,1137643,1,6,https://www.goodreads.com/work/quotes/1137643,"And feeling like a failed sexual predator, because of pregnant Mary…",,,
q00006,top2001:5199,1137643,1,7,https://www.goodreads.com/work/quotes/1137643,"As for Dr. Zajac’s modest contribution to the ongoing pollution of the Charles River… well, let’s be fair… In his hopelessly old-fashioned opinion, a lot worse than dogshit was dumped into the Charles on daily basis.",,,
q00007,top2001:5199,1137643,1,9,https://www.goodreads.com/work/quotes/1137643,"Was he nice? He didn’t know. He hoped he was, but how many of us truly know?",,,
q00008,top2001:5550,1036938,1,0,https://www.goodreads.com/work/quotes/1036938,"what we already have … loving each other, being together … holding each other … I love everything about",,,
q00009,top2001:5550,1036938,1,1,https://www.goodreads.com/work/quotes/1036938,smoke a cigar. Sophie had heard him come in and found him there. She was surprised he,,,
q00010,top2001:73,1009145,1,0,https://www.goodreads.com/work/quotes/1009145,An adventure is only an inconvenience rightly considered. An inconvenience is only an adventure wrongly considered.,,,
q00011,top2001:73,1009145,1,1,https://www.goodreads.com/work/quotes/1009145,"their love seemed the hope of the world, somehow.",,,
q00012,top2001:73,1009145,1,2,https://www.goodreads.com/work/quotes/1009145,"The Christian ideal has not been tried and found wanting. It has been found difficult, and left untried.",,,
q00013,top2001:73,1009145,1,3,https://www.goodreads.com/work/quotes/1009145,create in us a clean heart . . . renew a right spirit within us . . . and fill us with Your Holy Spirit . . . through Christ our Lord . . . amen.,,,
q00014,top2001:73,1009145,1,4,https://www.goodreads.com/work/quotes/1009145,"making love confirms your spiritual relationship, and your spiritual relationship will deepen your lovemaking. It all moves in a wondrous circle.",,,
q00015,top2001:73,1009145,1,5,https://www.goodreads.com/work/quotes/1009145,"but seek to know what we can do for God. This delights God immensely! As you seek to know what you can do for the other, you will surely receive your own inexpressible delight.",,,
q00016,top2001:73,1009145,1,6,https://www.goodreads.com/work/quotes/1009145,"Praying together affirms you as one flesh, and, among the endless benefits it bestows, it can greatly enhance your sexual communication.",,,
q00017,top2001:73,1009145,1,7,https://www.goodreads.com/work/quotes/1009145,"Father—continue to open me and lay me bare, for I have been selfish and closed, always keeping something back, even from You. Forgive me. . .",,,
q00018,top2001:73,1009145,1,8,https://www.goodreads.com/work/quotes/1009145,"Protect her, Lord, give her courage for whatever lies ahead, and give me, I pray, whatever is required to love her well and steadfastly all the days of our lives.",,,
q00019,top2001:73,1009145,1,10,https://www.goodreads.com/work/quotes/1009145,"Thank you, God, for loving me, and for sending Your son to die for my sins. I sincerely repent of my sins, and receive Christ as my personal savior. Now, as Your child, I turn my entire life over to You.",,,
q00020,top2002:3789,1441628,1,0,https://www.goodreads.com/work/quotes/1441628,"He smiled hesitantly and she smiled back in the same fashion, but he was unsettled by the thought that Muriel had undergone a transformation. Some of the stuff that had come out of her mouth lately, about God or babies, made him wonder if she’d had a brain transplant at some point in the last ten years. It was funny what happened to people after forty, when they realized that our place here on earth was leased, not owned.",,,
q00021,top2002:3789,1441628,1,1,https://www.goodreads.com/work/quotes/1441628,Was love worth not having the life you wanted?,,,
