quote_id,sample_id,gr_work_id,page,idx,source_url,quote_text,bucket,tense,note
q00001,top1931:5304,2346070,1,0,https://www.goodreads.com/work/quotes/2346070,"Now, five years is nothing in a man's life except when he is very young and very old...- Wang Lung",,,
q00002,top1931:5304,2346070,1,2,https://www.goodreads.com/work/quotes/2346070,"I am always glad when any of my books can be put into an inexpensive edition, because I like to think that any people who might wish to read them can do so. Surely books ought to be within reach of everybody.",,,
q00003,top1931:5304,2346070,1,3,https://www.goodreads.com/work/quotes/2346070,It is the end of a family- when they begin to sell their land. Out of the land we came and into we must go - and if you will hold your land you can live- no one can rob you of land.,,,
q00004,top1931:5304,2346070,1,5,https://www.goodreads.com/work/quotes/2346070,"And roots, if they are to bear fruits, must be kept well in the soil of the land.",,,
q00005,top1931:5304,2346070,1,6,https://www.goodreads.com/work/quotes/2346070,"Out of the woman's great brown breast the milk gushed forth for the child, milk as white as snow, and when the child suckled at the one breast it flowed like a fountain from the other, ans she let it flow. There was more than enough for the child, greedy though he was, life enough for many children, and she let it flow out carelessly, conscious of her abundance. There was always more. Sometimes she lifted her breast and let it flow out upon the ground to save her clothing, and it sank into the earth and made a soft, dark, rich spot in the field. The child fat and good-natured and ate of the inexhaustible life his mother gave him.",,,
q00006,top1931:5304,2346070,1,7,https://www.goodreads.com/work/quotes/2346070,"Now it has been said from ancient times that all women who weep may be divided into three sorts. There are those who lift up their voices and their tears flow and this may be called crying; there are those who utter loud lamentations but whose tears do not flow and this may be called howling; there are those whose tears flow but who utter no sound and this may be called weeping. Of all those women who followed Wang Lung in his coffin, his wives and his sons’ wives and his maid servants and his slaves and his hired mourners, there was only one who wept and it was Pear Blossom.",,,
q00007,top1931:5304,2346070,1,8,https://www.goodreads.com/work/quotes/2346070,"Wang Lung sat smoking, thinking of the silver as it had lain upon the table. It had come out of the earth, this silver, out of the earth that he ploughed and turned and spent himself upon. He took his life from the earth; drop by drop by his sweat he wrung food from it and from the food, silver. Each time before this that he had taken the silver out to give to anyone, it had been like taking a piece of his life and giving it to someone carelessly. But not for the first time, such giving was not pain. He saw, not the silver in the alien hand of a merchant in the town; he saw the silver transmuted into something worth even more than life itself - clothes upon the body of his son.",,,
q00008,top1931:5304,2346070,1,9,https://www.goodreads.com/work/quotes/2346070,"Our society must make it right and possible for old people not to fear the young or be deserted by them, for the test of a civilization is the way that it cares for its helpless members.",,,
q00009,top1931:5304,2346070,1,10,https://www.goodreads.com/work/quotes/2346070,"But hers was a strange heart, sad in its very nature, and she could never weep and ease it as other women do, for her tears never brought her comfort.",,,
q00010,top1931:5304,2346070,1,11,https://www.goodreads.com/work/quotes/2346070,"If I have a handful of silver it is because I work and my wife works, and we do not, as some do, sit idling over a gambling table or gossiping on doorsteps never swept, letting the fields grow to weeds and our children go half-fed!"" (Buck, 65)",,,
