sample_id,quote_id,quote_text
top2017:6161,q01571,"These are mistakes, not regrets. Regrets are over and done with and a waste of time to rehash. Mistakes, though, are bad moves in the past that might affect the future."
top2017:6161,q01572,"Hey, that's a nasty-looking leg. What happened?""""Broke it in four places,"" the mother said proudly. ""Had surgery yesterday.""The kid smiled and seemed to enjoy the attention. Todd looked at the cast, kept smiling, and said, ""Wow. Nice job. How'd you do it?""The kid said proudly, ""I was on a skateboard and hit some ice.""Skateboard = assumption of risk, self-inflicted injury. Ice = natural element. As the lawsuit dissipated, Todd asked, ""Were you by yourself?""""Yep."" Personal negligence = no one else to blame.Todd said, ""Well, good luck."" He yanked out his phone, took a non-call, and walked away. As he brushed beside Zola, he said, ""Strike one. It's up to you."" He left the cafeteria, still on the phone.He was right; no one was watching; no one cared.Slowly, she stood and adjusted her fake reading glasses. Holding a sheet of paper in one hand and a cell phone in the other, she walked around the cafeteria. Tall, thin, well dressed, attractive. The man with the injured ankles couldn't help but notice her as she drew close, on the phone. She smiled at him as she walked by and he returned the smile. Then she was back with a pleasant ""Say, are you Mr. Cranston?""He smiled and said, ""No. Name's McFall.""She was standing next to him looking at his ankles. She said, ""I'm an attorney and I'm supposed to meet a Mr. Cranston here at 2:00 p.m.""""Sorry. Wrong guy.""Evidently, McFall wasn't much of a talker. She said, ""Must've been a good car wreck.""""No car wreck. I stepped on some ice and fell off the patio. Broke both ankles."
top2017:6161,q01573,"Throughout the exchange Rackley glared at Mark with a ong, confident look, as if to say, ""I have billions and you don't. I'm superior in all respects so accept it.""One benefit of practicing street law without a license was that * had chipped away all traces of reticence. As Mark and Todd had beazenly gone about their business in the D.C. courts, they had grown accustomed to pretending to be people they were not. If they could stand before judges and use fake names and assume the roles of lawyers, they could certainly sit across from Hinds Rackley and act like journalists."
top2017:6161,q01574,"There was the slightest hint of a tiny grin at the corners of her mouth, but only for a second. ""I just can't believe this,"" she said, her eyes drifting away. ""He's such a good boy.""Maybe. Louie had flirted around the edges of the drug scene throughout high school. There were plenty of red flags but his parents had always chosen to ignore them. At every sign of trouble, they had rushed in to defend him and believe his lies. They had enabled Louie, and now the bill was due."
top2017:6161,q01575,"and she really didn’t like the taste of any of it anyway, she was more receptive to other temptations, primarily fashion and sex. She was almost six feet tall and was often told how great she looked in tight jeans. Her first boyfriend happily taught her all about sex. Her second introduced her to recreational drugs. By the end of her junior year she silently and defiantly considered herself"
top2017:6161,q01576,"The more bodies they have, the more money they make. Homeland Security, which ICE answers to, has a quota, one mandated by Congress. No other law enforcement agency operates on a quota system."
top2017:6161,q01577,"carry-on bag with some clothing and a toothbrush. The room was a wreck and he was sick of it. After spending nine nights there he saw no need to check out at the front desk. The room charges were covered for two more days. So he walked away, leaving behind dirty clothing that belonged to both him and Todd, stacks of paperwork, none of which was incriminating, some magazines, discarded toiletries, and the rented printer, from which he had removed the memory chip. He walked a few blocks, hailed a cab, and rode to JFK, where he paid $650 cash for a round-trip ticket to Bridgetown, Barbados. The guard"
top2017:6161,q01578,"We’re violating too many laws. Unauthorized practice. Tax evasion. And I suppose some code section on labor laws. If we join the class action against Swift, we can add that to our list.” “Are you having second thoughts?” Todd asked. “No. You?” “No, but I do worry about Zola. At times I feel like we’ve dragged her into it. She’s awfully fragile right now, and frightened.” Mark opened his eyes and stretched his legs. “True, but at least she feels safe now. She has a good hiding spot"
top2017:6161,q01579,"Half the fee. That’s how the big tort lawyers operate, by referrals. Grunts like us go out and find the cases, then hand ’em over to the guys who know what they’re doing, and then sit back and wait on the money."
top2017:6161,q01580,"tossed in a prison to wait on deportation. Now this. Now we’re supposed to somehow push it all aside and hustle back to law school for our last semester, which will be followed by two months in hell studying for the bar exam, so we can do something to make a little money and start repayment, which, actually, is far more impossible than it seems, and it seems awfully damned impossible at the moment. Yes, Zola dear, I’m tired. Aren’t you?” “I’m beyond exhausted,” she said. “That makes three of us,” Todd added. They slowed and passed through the small town of Boyce. When it was behind them, Mark asked, “Are you guys really going to class on Monday? I’m not.” “That’s either the second or the third time you’ve said that,” Zola said. “If you don’t go to class, then what are your plans?” “I have no plans. My status will be day to day.” “Okay, but what are you going to do when the law school starts calling?” Todd asked. “I won’t take their calls.” “Okay, so they’ll put you on inactive status and notify your loan sharks and they’ll be out for blood.” “What if they can’t find me? What if I change phone numbers and move to another apartment? It would be easy to get lost in a city of two million people.” “I’m listening,” Todd said. “So, you start hiding. What about work and income and those little challenges?” “I’ve been thinking about that,” Mark said and took a long swig. “Maybe I’ll get a job tending bar, for cash, of course. Maybe wait tables. Or maybe I’ll become a DUI specialist like that sleazeball we met last Friday at the city jail. What was his name?” “Darrell Cromley,” Zola said. “I’ll bet Darrell nets a hundred grand a year hustling DUIs. All cash.” “But you don’t have a license,” Zola said. “Did we ask Darrell to show us his license? Of course not. He said he was a lawyer."
top2017:6161,q01581,"The Bardtown Federal Detention Facility was in a secluded valley three miles off Interstate 99 and twenty miles south of Altoona. If there was a town nearby, it wasn’t visible."
top2017:6161,q01582,...with the damage meter still clicking away.
top2017:6161,q01583,"Washington, D.C., to see her family one last time before they are deported back to Senegal. Now we’re told she can’t see them because of paperwork.” The ICE boys looked at the three clerks. The first one said, “You know the rules. No visitors until they have been processed.” Gibson looked back at Mark and said, “Well, there you have it. Rules are rules.” “Can I see the supervisor?” Mark demanded. “You can stop yelling, that’s what you can do.” He took a step closer, eager for a physical confrontation. Two more agents ventured over to back up their buddies. “Just let me talk to the supervisor,” Mark said. “I don’t like your attitude,” Gibson said. “And I don’t like yours. Why is attitude important here? What’s wrong with allowing my client to see her family? Hell, they’re being deported. She may never see them again.” “If they’re being deported it’s because a judge said so."
top2017:6161,q01584,"Holding his hiking boots, he stood by the door and listened. He knew they were in the den, waiting for him to make a move. He gently opened the bedroom door and listened. He took a step into the den, saw their silhouettes on the sofa and in the chair, heard their heavy breathing, and silently walked to the door. At the end of the hallway, he put on his boots and left the building. At the first hint of sunlight, Zola awoke and sat up. Seeing the bedroom door open she jumped to her feet, turned on the lights, and realized Gordy had managed to escape. “He’s not here!” she yelled at Todd. “He’s gone!” Todd scrambled out of the chair and walked past her to the bedroom, a small square space where hiding would be impossible. He poked through the closet, looked in the bathroom, and yelled, “Shit! What happened?” “He got up and left,” she said. They stared at each other in disbelief, then walked over to break the news to Mark. The three hurried down the stairs and along the first-floor hallway to the building’s rear door. There were a dozen cars in the parking lot but none of them belonged"
top2017:6161,q01585,The taxpayers are getting screwed by Congress and the Department of Education.
top2017:6161,q01586,"He’d finished college with $60,000 in loans, and no job."
top2017:6161,q01587,"Because of their sacrifice, she had been given the gift of citizenship, a permanent status she had done nothing to earn. They had worked like dogs in a country they were proud of, with the dream of one day belonging. How, exactly, would their removal benefit this great nation of immigrants? It made no sense and seemed unjustly cruel."
top2017:6161,q01588,"I read a story once about a guy who killed himself. Some shrink was going on about the futility of trying to understand it. It’s impossible, makes no sense at all. Once a person reaches that point, he’s in another world, one that his survivors will never understand."
top2017:6161,q01589,I read an article in the September 2014 edition of The Atlantic titled “The Law School Scam.” It’s a fine investigative piece by Paul Campos.
top2017:6161,q01590,"A major flaw in this defective system is that no LSAT score is too low to be admitted. These dipshit law schools will take anybody who can borrow the federal money, and, as stated, anybody can borrow the federal money."
top2017:6161,q01591,"She fell for the scam that easy federal money could make law school possible for everyone, and took the first bold steps that would lead to Foggy Bottom."
top2017:6161,q01592,"And now, with one semester to go, Mark was staring miserably at the reality of graduating with a combined total, undergrad and law school, principal and interest, of $266,000 in debt."
top2017:6161,q01593,"being nothing more than a prison. As Todd slowed the car, he said, “It looks like one of those"
