sample_id,quote_id,quote_text
top2020:5345,q04435,"In my experience, those who have the greatest respect for the rules also take the most enjoyment in breaking them."
top2020:5345,q04436,And I'm not worried about it being haunted. I have my own ghosts. I carry them with me wherever I go.
top2020:5345,q04437,"But no matter what happens, life is only a series of days. You can’t control more than a single day."
top2020:5345,q04438,"But that’s nostalgia for you, the tyranny of those memories of childhood that feel so golden, so perfect."
top2020:5345,q04439,"Just because the rest of us don’t wear our hearts on our sleeves, just because we have found a way of managing our feelings – it doesn’t mean they’re not there."
top2020:5345,q04440,Marriage is about finding that person you know best in the world. Not how they take their coffee or what their favourite film is or the name of their first cat. It's knowing on a deeper level. It's knowing their soul.
top2020:5345,q04441,"The rage is growing inside me, overtaking the shock and grief. I can feel it blossoming up behind my ribs. It’s almost a relief, how it obliterates every other feeling in its path."
top2020:5345,q04442,"It's always better to get it out in the open - even if it seems shameful, even if you feel like people won't understand."
top2020:5345,q04443,"If I could cry it might all be better, but I can’t. It’s like an ability I’ve lost, like a language I’ve forgotten."
top2020:5345,q04444,"When he broke up with me, he told me that he would love me forever. But that’s total crap. If you love someone, really, you don’t do anything to hurt them."
top2020:5345,q04445,You don't get this. This isn't your moment. You didn't create it. I created it in spite of you.
top2020:5345,q04446,"Sometimes,’ I say, ‘I think it’s too difficult to tell the people closest to you. The ones you love."
top2020:5345,q04447,"If I didn't pay attention, one of those currents could grow into a huge riptide, destroying all my careful planning. And here's another thing I've learned - sometimes the smallest currents are the strongest."
top2020:5345,q04448,"But it’s possible to hate your body when you’re thin, too. To feel like it’s kept secrets from you. To feel like it’s let you down."
top2020:5345,q04449,"None of us had realized quite how fragile Alice was. She had always seemed so capable, so in control: getting all those amazing grades, playing on the sports teams, getting her place at university, never missing a trick. But underneath that, fuelling all this success, was a tangled mass of anxiety that none of us saw until it was too late."
top2020:5345,q04450,"When you've got your heart set on someone Brad Pitt could walk in and he wouldn't be enough--""""Brad Pitt is really fucking old,"" I say.""Um--Harry Styles?""That almost makes me smile. ""Yeah. Maybe. or Timothee Chalamet."
top2020:5345,q04451,"There's another self that I sometimes feel I lost along the way. The girl who always stayed for one more drink, who loved a dance. I miss her, sometimes."
top2020:5345,q04452,"See, mine is a profession in which you orchestrate happiness....You can't control more than a single day. But you can control one of them. Twenty four hours can be curated. A wedding day is a neat little parcel of time in which I can create something whole and perfect to be cherished for a lifetime, a pearl from a broken necklace."
top2020:5345,q04453,"But it’s all about the moment, a wedding. All about the day. It’s not really about the marriage at all, in spite of what everyone says."
top2020:5345,q04454,"There's nothing less sexy than a lack of ambition, is there?"
top2020:5345,q04455,"I want to tell her to wipe off the lipstick and eyeliner, to stay in that safe childhood space for a while longer."
top2020:5345,q04456,"When I step outside the sun is just beginning to go down, spilling fire upon water. It tinges pink the mist that has begun to gather over the bog, that shields its secrets. This is my favourite hour."
top2020:5345,q04457,the worst thing I could imagine was her being taken from me.
top2020:5345,q04458,"If doing your own make-up is good enough for Kate Middleton, it’s good enough for me."
top2020:5345,q04459,something dark and cruel hiding behind the public schoolboy manners.
top2020:5345,q04460,"It's always like the first time with him - that haste, only better, now we know exactly what the other wants."
top2020:5345,q04461,"a storm is raging. It shrieks around them, it batters the marquee."
top2020:5345,q04462,"There are always secrets around the fringes of a wedding. I hear the things said in confidence, the bitchy remarks, the gossip. I heard some of the best man’s words in the cave."
top2020:5345,q04463,"And there is a pack feeling about them, like dogs that might behave well on their own but, once all together, don’t have their own minds. I’ll have to keep my eye on them tomorrow, make sure they don’t get carried away."
top2020:5345,q04464,Trying not to poke myself in the eye with the rosemary. I wonder how everyone else with a gin and tonic is managing it without injuring themselves. Maybe that’s a thing that you get taught at private school - how to drink cocktails with unwieldy garnishes.
top2020:5345,q04465,"Here’s the truth my mother won’t speak: if I hadn’t known what I wanted, and worked out how to get it, I wouldn’t have got anywhere. I had to learn how to get my way. Because my mother wasn’t going to be any bloody help."
top2020:5345,q04466,"I feel the rage, almost comforting in its familiarity, blossoming up inside of me and obliterating everything else in its wake."
top2020:5345,q04467,I tune back in to the others. I feel like I'm coming up from underwater.
top2020:5345,q04468,"There’s something illicit about it, just the two of us up here. Something reckless. Perhaps it’s being on top of the world with the steep drop beneath us—invisible but very much there—adding a frisson of excitement, making everything feel slightly freighted with danger. Or that we’re cloaked by darkness. That anything could happen up here and no one would know."
top2020:5345,q04469,"I’m not interested in fashion for its own sake, but I respect the power of clothes, in creating the right optics."
top2020:5345,q04470,"You better look after my daughter. You better not feck this up. And if you do anything to hurt my girl - well, it's simple. I'll come for you."
top2020:5345,q04471,"The rituals, the male bonding. When we get together there’s this kind of pack mentality. We get carried away."
top2020:5345,q04472,"I suppose that it’s all quite beautiful, what I am looking at, but I can’t feel it being beautiful. I can’t properly feel any good things anymore: like the taste of food, or the sun on my face or a song I like on the radio. Looking out at the sea all I feel is a dull pain, somewhere under my ribs, like an old injury."
top2020:5345,q04473,I am feeling envious of a seventeen-year-old who no longer exists.
top2020:5345,q04474,"It's kind of embarrassing, thinking of the girl I used to be. But it also makes me kind of sad."
top2020:5345,q04475,"But around my family I find myself regressing, letting all the old pettiness and envy and hurt come rushing back until I am teenage Jules, plotting to get away. I must be bigger than this. I have forged my own path. I have built it all on my own, something stable and powerful. And this weekend is a statement of that. My victory march."
top2020:5345,q04476,I am only rather sorry I didn’t get the chance to plunge the knife in myself.
top2020:5345,q04477,"So. It’s why I tried so very hard to get you here,’ she says. ‘Why I offered that ridiculous discount to be featured in your wife’s magazine. I would have expected her to question it a little more than she did. But I suppose that’s why she’s so well suited to you. Entitled enough to believe that the world simply owes her something. She must have realised that there would be no way we could make a profit from it. But I am getting something out of it, so it happens."
top2020:5345,q04478,"God, it’s all too disgusting to contemplate. Did he think about her, when we slept together? Did he think I was too stupid to ever guess? He must have done, I suppose. And he was right. That’s one more small part of what makes it so insulting."
top2020:5345,q04479,"While Alice, a million times brighter and better than him – my clever, brilliant sister – never got her chance."
