sample_id,quote_id,quote_text
top2019:6303,q03296,"...we often mistake love for fireworks - for drama and dysfunction. But real love is very quiet, very still. It's boring, if seen from the perspective of high drama. Love is deep and calm - and constant."
top2019:6303,q03297,"Remember, love that doesn't include honesty doesn't deserve to be called love."
top2019:6303,q03298,"Choosing a lover is a lot like choosing a therapist. We need to ask ourselves, is this someone who will be honest with me, listen to criticism, admit making mistakes, and not promise the impossible?"
top2019:6303,q03299,"Unexpressed emotions will never die. They are buried alive, and will come forth later, in uglier ways. —SIGMUND FREUD"
top2019:6303,q03300,"You know, one of the hardest things to admit is that we weren’t loved when we needed it most. It’s a terrible feeling, the pain of not being loved."
top2019:6303,q03301,"No one is born evil. As Winnicott put it, “A baby cannot hate the mother, without the mother first hating the baby."
top2019:6303,q03302,"We're all crazy, I believe, just in different ways."
top2019:6303,q03303,"There’s so much pain everywhere, and we just close our eyes to it. The truth is we’re all scared. We’re terrified of each other."
top2019:6303,q03304,"We are made up of different parts, some good, some bad, and a healthy mind can tolerate this ambivalence and juggle both good and bad at the same time. Mental illness is precisely about a lack of this kind of integration - we end up losing contact with the unacceptable parts of ourselves."
top2019:6303,q03305,"Somehow grasping at vanishing snowflakes is like grasping at happiness: an act of possession that instantly gives way to nothing. It reminded me that there was a world outside this house: a world of vastness and unimaginable beauty; a world that for now, remained out of my reach. That memory had repeatedly returned to me over the years. It's as if the misery that surrounded that brief moment of freedom made it burn even brighter: a tiny light surrounded by darkness."
top2019:6303,q03306,I believe the same is true for most people who go into mental health. We are drawn to this profession because we are damaged - we study psychology to heal ourselves. Whether we are prepared to admit this or not is another question.
top2019:6303,q03307,"Once you name something, it stops you seeing the whole of it, or why it matters. You focus on the word, which is just the tiniest part, really, the tip of an iceberg."
top2019:6303,q03308,"The aim of therapy is not to correct the past, but to enable the patient to confront his own history, and to grieve over it. —ALICE MILLER"
top2019:6303,q03309,"Sometimes it takes courage, you know, and a long time, to be honest."
top2019:6303,q03310,I didn't kill Gabriel. Gabriel killed me. All I did was pull the trigger.
top2019:6303,q03311,"Trust, once lost, is hard to recover."
top2019:6303,q03312,"Well, I’d rather be lonely than be with the wrong person."
top2019:6303,q03313,I suppose what scares me is giving in to the unknown.
top2019:6303,q03314,"At the time I didn’t understand. But that’s how therapy works. A patient delegates his unacceptable feelings to his therapist; and she holds everything he is afraid to feel, and feels it for him. Then, ever so slowly, she feeds his feelings back to him."
top2019:6303,q03315,I didn’t want to die. Not yet; not when I hadn’t lived.
top2019:6303,q03316,"Perhaps some of us are simply born evil, and despite our best efforts we remain that way."
top2019:6303,q03317,My old therapist used to say intimacy requires the repeated experience of being responded to—and that doesn’t happen overnight.
top2019:6303,q03318,"need to open my eyes and look—and be aware of life as it is happening, and not simply how I want it to be."
top2019:6303,q03319,"The psychoanalyst W. R. Bion came up with the term containment to describe a mother’s ability to manage her baby’s pain. Remember, babyhood is not a time of bliss; it’s one of terror. As babies we are trapped in a strange, alien world, unable to see properly, constantly surprised at our bodies, alarmed by hunger and wind and bowel movements, overwhelmed by our feelings. We are quite literally under attack. We need our mother to soothe our distress and make sense of our experience. As she does so, we slowly learn how to manage our physical and emotional states on our own. But our ability to contain ourselves directly depends on our mother’s ability to contain us—if she had never experienced containment by her own mother, how could she teach us what she did not know? Someone who has never learned to contain himself is plagued by anxious feelings for the rest of his life, feelings that Bion aptly titled nameless dread. Such a person endlessly seeks this unquenchable containment from external sources—he needs a drink or a joint to “take the edge off” this endless anxiety. Hence my addiction to marijuana."
top2019:6303,q03320,"Though I am not naturally honest, I am sometimes so by chance. —WILLIAM SHAKESPEARE, The Winter’s Tale"
top2019:6303,q03321,"The development of our personalities doesn’t take place in isolation, but in relationship with others—we are shaped and completed by unseen, unremembered forces; namely, our parents. This is frightening, for obvious reasons. Who"
top2019:6303,q03322,"Despite my best homicidal fantasies, I wasn’t a murderer. I couldn’t kill him. I’d have to think of something cleverer than that."
top2019:6303,q03323,But that’s what Alicia did for you. Her silence was like a mirror—reflecting yourself back at you. And it was often an ugly sight.
top2019:6303,q03324,"I didn’t know it then, but it was too late - I had internalized him, buried him deep in my unconscious. No matter how far I ran, I carried him with me wherever I went. I was pursued by an infernal, relentless chorus of furies, all with his voice - shrieking that I was worthless, shameful, a failure."
top2019:6303,q03325,"My only hope of survival, I realised, was to retreat – physically as well as psychically."
top2019:6303,q03326,dispatched from the station on Haverstock
top2019:6303,q03327,I'm forty two years old. And I became a psychotherapist because I was fucked-up. That's the truth - though it's not what I said during the interview when the question was put to me.
top2019:6303,q03328,"He that has eyes to see and ears to hear may convince himself that no mortal can keep a secret. If his lips are silent, he chatters with his fingertips; betrayal oozes out of him at every pore. —SIGMUND FREUD, Introductory Lectures on Psychoanalysis"
top2019:6303,q03329,"This was the first time I came face to face with Alicia Berenson. The rest, as they say, is history."
top2019:6303,q03330,A man never abandons a woman like that. Not if he loves her.
top2019:6303,q03331,"For some reason I couldn’t stop thinking about the homeless man. Apart from pity, there was another feeling, unnameable somehow—a kind of fear. I pictured him as a baby in his mother’s arms. Did she ever imagine her baby would end up crazy, dirty and stinking, huddled on the pavement, muttering obscenities?"
top2019:6303,q03332,"As I listened, I looked up at the white clouds drifting past. Finally, they had opened – it had started to snow – snowflakes were falling outside. I opened the window and reached out my hand. I caught a snowflake. I watched it disappear, vanish from my fingertip. I smiled. And I went to catch another one."
top2019:6303,q03333,"Snow is a very powerful imaginative symbol, don’t you think? Wipes everything clean."
