sample_id,quote_id,quote_text
top2016:6728,q00747,"My friend Erin says we all have demons inside us, voices that whisper we're no good, that if we don't make this promotion or ace that exam we'll reveal to the world exactly what kind of worthless sacks of skin and sinew we really are Maybe that's true. Maybe mine just have louder voices."
top2016:6728,q00748,There’s a reason why we keep thoughts inside our heads for the most part—they’re not safe to be let out in public.
top2016:6728,q00749,"Maybe that was closer to the truth--we weren't captor and captive, but two animals in different compartments of the same cage. Hers was just slightly larger."
top2016:6728,q00750,"There was a little spritz of sequined leaves across the right shoulder because you didn’t seem to be able to get away with none. Apparently the majority of ball gowns were designed by five-year-old girls armed with glitter guns, but at least this one didn’t look entirely like an explosion in a Barbie factory."
top2016:6728,q00751,"I jumped to a conclusion that was so wrong, it was almost completely right."
top2016:6728,q00752,"I love ports. I love the smell of tar and sea air, and the scream of the gulls. Maybe it's years of taking the ferry to France for summer holidays, but a harbor gives me a feeling of freedom in a way that an airport never does. Airports say work and security checks and delays. Ports say... I don't know. Something completely different. Escape, maybe."
top2016:6728,q00753,"I know what it's like. Don't you see? I know what she must have felt like, when someone came for her in the middle of the night. That's why I have to find out who did this to her."
top2016:6728,q00754,"I would never sleep. I knew that. Not with my blood ringing in my ears, and my heart beating an angry staccato rhythm in my chest. I would never relax."
top2016:6728,q00755,"Was this what it was going to be like? Was I turning into someone who had panic attacks about walking home from the tube or staying the night alone in the house without their boyfriend? No, fuck that. I would not be that person."
top2016:6728,q00756,"It didn’t help that, unlike a ferry, there were no floor plans or maps, and minimal signage – supposed to help the impression that this was a private home that you just happened to share with a load of rich people."
top2016:6728,q00757,Tina is one of those women who thinks every bit of estrogen in the boardroom is a threat to her own existence.
top2016:6728,q00758,"Its size, along with the perfection of its paintwork, gave it a curiously toylike quality, and as I stepped onto the narrow steel gangway I had a sudden disorienting image of the Aurora as a ship imprisoned in a bottle – tiny, perfect, isolated, and unreal – and of myself, shrinking down to match it with every step I took towards the boat."
top2016:6728,q00759,"And even in spite of my ovaries, I can remember a simple two-digit number."
top2016:6728,q00760,"Yes. Yes, I take antidepressants. So what? No"
top2016:6728,q00761,What was going to happen to me? There were only two possibilities—they were going to let me go at some point. Or they were going to kill me.
top2016:6728,q00762,"STOP DIGGING.' The letters on the mirror were etched in my memory. Now, as I finished my make-up with a swipe of lip-gloss, I huffed on the mirror, and wrote in the steam obscuring my reflection one word: 'NO'."
